,customerid,balance,numofproducts,hascrcard,tenure,isactivemember,exited,surname,creditscore,geography,gender,age,estimatedsalary,estimatedsalary_group,age_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-32,age_group_33-44,age_group_45-60,age_group_above 60,numofproducts_2,numofproducts_3,numofproducts_4,saving_group_below 50k,saving_group_50k-100k,saving_group_100k - 150k,saving_group_150k - 200k,saving_group_above 200k,creditscore_group_650-700,creditscore_group_above 700,stay_proba,exit_proba,predicted
1817,15712319,150900.29,2,1,8,1,0,Chukwukere,714,spain,male,45,139889.15,100k - 150k,45-60,1,150k - 200k,above 700,0.3333333333333333,0.7279999999999999,0.36486486486486486,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.6918544861391384,0.30814551386086164,0.0
1818,15797389,124577.33,1,1,9,1,0,Hsia,604,spain,male,23,7267.25,1k-20k,21-23,1,100k - 150k,below 650,0.0,0.5079999999999999,0.0675675675675676,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8313085230549839,0.1686914769450161,0.0
1819,15621432,0.0,2,0,1,0,0,Lee,630,spain,male,35,186826.22,150k - 200k,33-44,0,no saving,below 650,0.3333333333333333,0.5599999999999999,0.22972972972972977,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7949785109596555,0.20502148904034445,0.0
1820,15779390,91292.7,1,1,4,1,0,Theus,850,spain,female,31,162149.07,150k - 200k,24-32,1,50k-100k,above 700,0.0,0.9999999999999999,0.1756756756756757,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7960357501886515,0.20396424981134856,0.0
1821,15711219,93716.72,1,1,8,1,1,Jennings,788,germany,female,57,180150.49,150k - 200k,45-60,1,50k-100k,above 700,0.0,0.876,0.527027027027027,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.12360524339782586,0.8763947566021741,1.0
1822,15770498,111723.08,1,1,4,1,0,Parker,798,france,female,37,83478.12,50k - 100k,33-44,1,100k - 150k,above 700,0.0,0.896,0.25675675675675674,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.6074149512099821,0.3925850487900179,0.0
1823,15678727,110765.68,1,0,4,0,1,Tan,770,germany,male,45,26163.74,20k-50k,45-60,1,100k - 150k,above 700,0.0,0.84,0.36486486486486486,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.08258237131964274,0.9174176286803573,1.0
1824,15573893,173459.45,2,1,9,1,0,Barry,569,germany,male,25,44381.06,20k-50k,24-32,1,150k - 200k,below 650,0.3333333333333333,0.43800000000000006,0.09459459459459457,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9114285228793282,0.08857147712067182,0.0
1825,15740104,169649.73,2,1,7,1,1,Tuan,425,spain,female,22,136365.0,100k - 150k,21-23,1,150k - 200k,below 650,0.3333333333333333,0.1499999999999999,0.05405405405405406,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9343532921611405,0.0656467078388595,0.0
1826,15792649,0.0,2,0,9,0,0,Patterson,547,spain,female,31,99294.22,50k - 100k,24-32,0,no saving,below 650,0.3333333333333333,0.394,0.1756756756756757,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8371387767242818,0.16286122327571817,0.0
1827,15605275,116917.07,1,0,8,0,1,Ofodile,725,germany,male,45,173464.43,150k - 200k,45-60,1,100k - 150k,above 700,0.0,0.7499999999999999,0.36486486486486486,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.07455647962446776,0.9254435203755322,1.0
1828,15572467,0.0,2,1,5,1,0,Chandler,506,france,male,37,127543.81,100k - 150k,33-44,0,no saving,below 650,0.3333333333333333,0.31199999999999994,0.25675675675675674,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9090297017326633,0.09097029826733669,0.0
1829,15738219,0.0,2,1,7,1,0,Nash,632,france,female,36,52526.65,50k - 100k,33-44,0,no saving,below 650,0.3333333333333333,0.564,0.24324324324324326,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8760370241480961,0.12396297585190383,0.0
1830,15600710,0.0,1,0,0,0,0,Atkinson,620,france,male,22,32589.45,20k-50k,21-23,0,no saving,below 650,0.0,0.5399999999999999,0.05405405405405406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6290356802157765,0.3709643197842235,0.0
1831,15804394,130627.66,1,0,8,0,1,Brenan,663,germany,male,32,47161.25,20k-50k,24-32,1,100k - 150k,650-700,0.0,0.626,0.1891891891891892,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.49341036964095963,0.5065896303590404,0.0
1832,15694188,56580.95,2,1,5,1,0,Obidimkpa,700,spain,female,46,45424.13,20k-50k,45-60,1,50k-100k,650-700,0.3333333333333333,0.7000000000000001,0.37837837837837845,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.6066256679430857,0.3933743320569143,0.0
1833,15583718,142316.14,1,1,6,1,0,Terry,696,germany,male,38,8018.49,1k-20k,33-44,1,100k - 150k,650-700,0.0,0.6920000000000001,0.27027027027027034,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5470047262151516,0.4529952737848484,0.0
1834,15802478,0.0,2,1,6,1,0,Spring,767,spain,male,31,195668.0,150k - 200k,24-32,0,no saving,above 700,0.3333333333333333,0.834,0.1756756756756757,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9619063473829772,0.03809365261702279,0.0
1835,15619343,152759.0,2,0,7,0,1,Mahmood,561,france,male,56,133167.11,100k - 150k,45-60,1,150k - 200k,below 650,0.3333333333333333,0.42200000000000004,0.5135135135135136,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.4920343788538061,0.5079656211461939,0.0
1836,15758813,109733.2,2,0,0,0,1,Campbell,350,germany,male,39,123602.11,100k - 150k,33-44,1,100k - 150k,below 650,0.3333333333333333,0.0,0.2837837837837838,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6165050077279914,0.3834949922720086,0.0
1837,15761374,117444.51,1,1,9,1,0,Bellucci,706,france,male,54,186238.85,150k - 200k,45-60,1,100k - 150k,above 700,0.0,0.7119999999999999,0.48648648648648657,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.33531874584276766,0.6646812541572323,1.0
1838,15569209,76001.57,1,1,5,1,0,Amaechi,464,spain,female,34,158668.87,150k - 200k,33-44,1,50k-100k,below 650,0.0,0.22799999999999998,0.21621621621621623,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6080640876440118,0.3919359123559882,0.0
1839,15788539,107747.57,1,0,3,0,0,Foxall,501,france,female,34,9249.36,1k-20k,33-44,1,100k - 150k,below 650,0.0,0.30199999999999994,0.21621621621621623,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3498755840902904,0.6501244159097096,1.0
1840,15747222,0.0,2,1,8,1,0,Bentley,745,spain,female,35,116581.1,100k - 150k,33-44,0,no saving,above 700,0.3333333333333333,0.7899999999999999,0.22972972972972977,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8603608073275462,0.1396391926724539,0.0
1841,15769346,134997.49,2,0,1,0,0,Baird,587,france,female,36,44688.08,20k-50k,33-44,1,100k - 150k,below 650,0.3333333333333333,0.47399999999999987,0.24324324324324326,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.698976145250017,0.3010238547499831,0.0
1842,15699634,0.0,2,1,2,1,0,Howard,667,france,female,48,148608.39,100k - 150k,45-60,0,no saving,650-700,0.3333333333333333,0.634,0.40540540540540543,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.5760705156744506,0.42392948432554944,0.0
1843,15589076,0.0,1,1,9,1,1,Henry,737,france,male,36,188670.9,150k - 200k,33-44,0,no saving,above 700,0.0,0.7739999999999999,0.24324324324324326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7029435478345791,0.2970564521654209,0.0
1844,15812338,0.0,1,0,7,0,0,Sopuluchukwu,485,spain,female,30,107067.37,100k - 150k,24-32,0,no saving,below 650,0.0,0.2699999999999999,0.16216216216216217,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5369510399472538,0.4630489600527462,0.0
1845,15758845,64345.21,1,1,0,1,1,Rocher,590,spain,female,37,61759.33,50k - 100k,33-44,1,50k-100k,below 650,0.0,0.47999999999999987,0.25675675675675674,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6027465499516047,0.39725345004839535,0.0
1846,15685844,141665.63,1,1,8,1,0,White,518,germany,female,35,192776.64,150k - 200k,33-44,1,100k - 150k,below 650,0.0,0.33599999999999997,0.22972972972972977,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.3654511015345513,0.6345488984654487,1.0
1847,15583090,0.0,2,0,8,0,0,Komar,581,spain,female,29,46735.19,20k-50k,24-32,0,no saving,below 650,0.3333333333333333,0.46199999999999986,0.14864864864864863,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8413199203203539,0.15868007967964617,0.0
1848,15587581,136624.6,2,1,5,1,0,Russo,785,germany,female,33,169117.74,150k - 200k,33-44,1,100k - 150k,above 700,0.3333333333333333,0.87,0.2027027027027027,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.7479819546601285,0.2520180453398715,0.0
1849,15633640,161209.66,1,1,4,1,0,Loewenthal,799,france,female,52,89081.41,50k - 100k,45-60,1,150k - 200k,above 700,0.0,0.898,0.4594594594594595,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2369612681169262,0.7630387318830738,1.0
1850,15573741,95010.92,1,1,10,1,0,Aliyeva,698,spain,male,38,105227.86,100k - 150k,33-44,1,50k-100k,650-700,0.0,0.6960000000000001,0.27027027027027034,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.7669601062763298,0.23303989372367012,0.0
1851,15633574,167545.32,1,0,4,0,0,Montes,730,france,female,41,128246.81,100k - 150k,33-44,1,150k - 200k,above 700,0.0,0.7599999999999999,0.3108108108108108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.3890385770224337,0.6109614229775663,0.0
1852,15711455,109044.6,1,0,4,0,1,Kuo,740,germany,female,36,94554.74,50k - 100k,33-44,1,100k - 150k,above 700,0.0,0.7799999999999999,0.24324324324324326,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.1818806650337742,0.8181193349662258,1.0
1853,15570601,122031.55,1,1,9,1,1,Cheng,785,france,female,47,33823.5,20k-50k,45-60,1,100k - 150k,above 700,0.0,0.87,0.39189189189189194,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.22513794200355497,0.774862057996445,1.0
1854,15690925,27755.97,1,0,2,0,1,McIntosh,527,spain,female,29,97468.44,50k - 100k,24-32,1,below 50k,below 650,0.0,0.354,0.14864864864864863,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.45664209221216645,0.5433579077878335,0.0
1855,15709338,118560.55,1,1,1,1,0,T'ao,544,france,female,29,164137.36,150k - 200k,24-32,1,100k - 150k,below 650,0.0,0.388,0.14864864864864863,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7746460899184007,0.2253539100815993,0.0
1856,15780746,0.0,2,1,4,1,0,Tyndall,705,france,male,61,191313.7,150k - 200k,above 60,0,no saving,above 700,0.3333333333333333,0.7099999999999999,0.5810810810810811,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.8538389652831434,0.14616103471685662,0.0
1857,15681956,0.0,2,1,9,1,0,Bailey,684,france,male,34,65257.57,50k - 100k,33-44,0,no saving,650-700,0.3333333333333333,0.668,0.21621621621621623,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.9286776780728059,0.07132232192719416,0.0
1858,15778190,97840.72,1,1,8,1,0,Onyekaozulu,639,spain,female,28,178222.77,150k - 200k,24-32,1,50k-100k,below 650,0.0,0.578,0.13513513513513514,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7886334943881488,0.21136650561185125,0.0
1859,15786852,158651.29,2,1,2,1,0,Nwachukwu,565,germany,female,38,179445.28,150k - 200k,33-44,1,150k - 200k,below 650,0.3333333333333333,0.43000000000000005,0.27027027027027034,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.7033707882797275,0.2966292117202725,0.0
1860,15726494,175303.06,1,0,9,0,1,Romani,481,france,male,44,65500.53,50k - 100k,33-44,1,150k - 200k,below 650,0.0,0.2619999999999999,0.35135135135135137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5105118925879575,0.4894881074120426,0.0
1861,15641183,96950.21,1,0,8,0,0,Chin,731,spain,male,25,97877.92,50k - 100k,24-32,1,50k-100k,above 700,0.0,0.7619999999999999,0.09459459459459457,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7465068216274349,0.2534931783725652,0.0
1862,15805312,123859.6,1,1,7,1,0,Bellucci,607,france,male,45,113051.57,100k - 150k,45-60,1,100k - 150k,below 650,0.0,0.5139999999999999,0.36486486486486486,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3178340634424017,0.6821659365575983,1.0
1863,15636572,0.0,2,1,7,1,0,Christmas,760,france,female,32,105969.05,100k - 150k,24-32,0,no saving,above 700,0.3333333333333333,0.82,0.1891891891891892,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9472499533559056,0.052750046644094474,0.0
1864,15632575,0.0,1,1,9,1,0,Moore,559,france,female,70,122996.76,100k - 150k,above 60,0,no saving,below 650,0.0,0.41800000000000004,0.7027027027027029,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.39860722935082293,0.6013927706491771,0.0
1865,15740164,85227.84,1,1,3,1,0,Genovesi,715,france,female,33,68087.15,50k - 100k,33-44,1,50k-100k,above 700,0.0,0.7299999999999999,0.2027027027027027,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.6573146529671154,0.3426853470328845,0.0
1866,15574947,97786.08,2,1,8,1,0,Cartwright,656,france,male,36,21478.36,20k-50k,33-44,1,50k-100k,650-700,0.3333333333333333,0.612,0.24324324324324326,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.9448056629798225,0.05519433702017747,0.0
1867,15597909,128135.99,1,0,7,0,0,Johnstone,652,germany,male,33,158437.73,150k - 200k,33-44,1,100k - 150k,650-700,0.0,0.604,0.2027027027027027,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.3353254229175535,0.6646745770824465,1.0
1868,15782574,0.0,2,0,6,0,0,Warner,624,spain,male,33,76551.7,50k - 100k,33-44,0,no saving,below 650,0.3333333333333333,0.5479999999999999,0.2027027027027027,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.804943070992409,0.19505692900759103,0.0
1869,15734999,85996.19,1,0,2,0,0,Stephenson,634,spain,male,36,15887.68,1k-20k,33-44,1,50k-100k,below 650,0.0,0.568,0.24324324324324326,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.533771199637177,0.466228800362823,0.0
1870,15706593,0.0,2,1,10,1,0,Ellis,850,spain,female,50,33741.84,20k-50k,45-60,0,no saving,above 700,0.3333333333333333,0.9999999999999999,0.4324324324324324,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.5524217590746623,0.44757824092533766,0.0
1871,15766686,104502.11,1,0,1,0,0,Nebechi,659,germany,female,39,20652.69,20k-50k,33-44,1,100k - 150k,650-700,0.0,0.618,0.2837837837837838,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.20693375663667501,0.793066243363325,1.0
1872,15590268,95772.97,1,1,5,1,0,Chu,529,spain,male,35,112781.5,100k - 150k,33-44,1,50k-100k,below 650,0.0,0.358,0.22972972972972977,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7350402525355053,0.26495974746449463,0.0
1873,15763055,98108.79,1,1,5,1,0,Onuchukwu,572,spain,male,31,119996.95,100k - 150k,24-32,1,50k-100k,below 650,0.0,0.44400000000000006,0.1756756756756757,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8654062078592522,0.13459379214074788,0.0
1874,15664754,131607.28,4,1,9,1,1,Steele,640,germany,male,39,6981.43,1k-20k,33-44,1,100k - 150k,below 650,1.0,0.58,0.2837837837837838,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.03707816570206768,0.9629218342979323,1.0
1875,15643630,63127.41,2,0,9,0,1,Quaife,770,spain,male,55,185211.28,150k - 200k,45-60,1,50k-100k,above 700,0.3333333333333333,0.84,0.5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.5111999216174182,0.48880007838258177,0.0
1876,15641043,0.0,2,1,7,1,0,Scott,648,spain,male,35,78436.36,50k - 100k,33-44,0,no saving,below 650,0.3333333333333333,0.596,0.22972972972972977,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9083306877453081,0.09166931225469188,0.0
1877,15768095,0.0,1,1,9,1,0,Yeh,579,france,male,31,139048.0,100k - 150k,24-32,0,no saving,below 650,0.0,0.45799999999999985,0.1756756756756757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8610765577174652,0.1389234422825348,0.0
1878,15811314,140355.56,2,0,9,0,0,Y?,589,germany,female,36,136329.96,100k - 150k,33-44,1,100k - 150k,below 650,0.3333333333333333,0.47799999999999987,0.24324324324324326,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5113760335752457,0.4886239664247542,0.0
1879,15669922,0.0,2,1,2,1,0,Conti,530,spain,female,36,14721.8,1k-20k,33-44,0,no saving,below 650,0.3333333333333333,0.36,0.24324324324324326,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8509522507744293,0.1490477492255707,0.0
1880,15707114,0.0,2,1,2,1,0,Holder,831,france,male,30,3430.38,1k-20k,24-32,0,no saving,above 700,0.3333333333333333,0.9620000000000001,0.16216216216216217,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9634083482879661,0.03659165171203398,0.0
1881,15670602,107418.27,1,1,7,1,0,Burgess,790,germany,male,24,160450.21,150k - 200k,24-32,1,100k - 150k,above 700,0.0,0.88,0.08108108108108109,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7180882229828314,0.2819117770171686,0.0
1882,15713479,0.0,2,0,6,0,0,Ozuluonye,656,france,male,35,1485.27,1k-20k,33-44,0,no saving,650-700,0.3333333333333333,0.612,0.22972972972972977,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8360157679232945,0.16398423207670548,0.0
1883,15663830,0.0,2,1,6,1,0,De Luca,563,spain,male,32,19720.08,1k-20k,24-32,0,no saving,below 650,0.3333333333333333,0.42600000000000005,0.1891891891891892,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9582960357455308,0.04170396425446918,0.0
1884,15566958,167557.12,1,1,7,1,0,Li Fonti,667,spain,male,39,41183.02,20k-50k,33-44,1,150k - 200k,650-700,0.0,0.634,0.2837837837837838,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7454723305387461,0.254527669461254,0.0
1885,15680918,117300.02,1,0,8,0,0,Freeman,613,spain,male,34,139410.08,100k - 150k,33-44,1,100k - 150k,below 650,0.0,0.5259999999999999,0.21621621621621623,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4680976887410776,0.5319023112589224,0.0
1886,15663921,0.0,2,1,7,1,0,Pisani,429,france,male,60,163691.48,150k - 200k,45-60,0,no saving,below 650,0.3333333333333333,0.15799999999999992,0.5675675675675675,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.673600409435341,0.32639959056465895,0.0
1887,15716324,143672.9,1,1,9,1,0,Ignatieff,665,france,female,23,115147.33,100k - 150k,21-23,1,100k - 150k,650-700,0.0,0.63,0.0675675675675676,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7574375291660567,0.24256247083394328,0.0
1888,15796969,0.0,2,1,4,1,0,Lahti,731,france,male,33,74945.11,50k - 100k,33-44,0,no saving,above 700,0.3333333333333333,0.7619999999999999,0.2027027027027027,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9203753983627929,0.0796246016372071,0.0
1889,15574783,0.0,2,1,1,1,0,Perkins,584,france,female,37,180363.56,150k - 200k,33-44,0,no saving,below 650,0.3333333333333333,0.46799999999999986,0.25675675675675674,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8561749511561865,0.14382504884381353,0.0
1890,15773487,76798.92,1,0,8,0,0,Conway,634,germany,female,31,196021.73,150k - 200k,24-32,1,50k-100k,below 650,0.0,0.568,0.1756756756756757,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41761002849915485,0.5823899715008451,0.0
1891,15802486,0.0,2,1,3,1,0,Hayes,488,france,male,34,125979.36,100k - 150k,33-44,0,no saving,below 650,0.3333333333333333,0.2759999999999999,0.21621621621621623,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9090297017326633,0.09097029826733669,0.0
1892,15783398,115309.75,1,0,7,0,0,Rizzo,535,spain,female,49,111421.77,100k - 150k,45-60,1,100k - 150k,below 650,0.0,0.37,0.4189189189189189,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.09711882151333495,0.902881178486665,1.0
1893,15649418,178171.04,2,1,7,1,0,Krylov,776,france,female,29,115818.51,100k - 150k,24-32,1,150k - 200k,above 700,0.3333333333333333,0.852,0.14864864864864863,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.941476620818356,0.058523379181643936,0.0
1894,15604588,0.0,2,1,3,1,0,Li Fonti,850,spain,female,38,179360.76,150k - 200k,33-44,0,no saving,above 700,0.3333333333333333,0.9999999999999999,0.27027027027027034,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8601665630851104,0.1398334369148896,0.0
1895,15735428,0.0,2,0,0,0,0,Talbot,673,spain,female,37,82351.06,50k - 100k,33-44,0,no saving,650-700,0.3333333333333333,0.646,0.25675675675675674,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.7366570807902617,0.26334291920973824,0.0
1896,15629078,127258.79,1,1,5,1,1,Matthias,850,germany,female,45,192744.23,150k - 200k,45-60,1,100k - 150k,above 700,0.0,0.9999999999999999,0.36486486486486486,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.10783915934050525,0.8921608406594947,1.0
1897,15806880,0.0,1,1,6,1,0,Boyle,627,spain,female,30,113408.47,100k - 150k,24-32,0,no saving,below 650,0.0,0.5539999999999999,0.16216216216216217,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7583590092029331,0.24164099079706688,0.0
1898,15754999,0.0,1,1,8,1,0,Ch'eng,570,france,female,33,124641.42,100k - 150k,33-44,0,no saving,below 650,0.0,0.44000000000000006,0.2027027027027027,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.576388578941408,0.423611421058592,0.0
1899,15781034,0.0,2,1,5,1,0,Mason,796,spain,male,67,54871.02,50k - 100k,above 60,0,no saving,above 700,0.3333333333333333,0.892,0.6621621621621623,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.8492160787547964,0.15078392124520354,0.0
1900,15622017,0.0,1,1,10,1,0,Bruno,773,spain,female,33,98820.09,50k - 100k,33-44,0,no saving,above 700,0.0,0.846,0.2027027027027027,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5858092649637954,0.4141907350362046,0.0
1901,15705885,0.0,2,1,2,1,0,Smeaton,752,spain,male,36,45570.84,20k-50k,33-44,0,no saving,above 700,0.3333333333333333,0.8039999999999999,0.24324324324324326,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9176808110770825,0.08231918892291747,0.0
1902,15677382,107569.96,1,1,1,1,0,Miller,625,spain,female,69,182336.45,150k - 200k,above 60,1,100k - 150k,below 650,0.0,0.5499999999999999,0.6891891891891893,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.40139763040321763,0.5986023695967824,0.0
1903,15566843,134874.4,1,1,9,1,0,Gotch,535,germany,male,20,118825.56,100k - 150k,18-20,1,100k - 150k,below 650,0.0,0.37,0.02702702702702703,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6538951833052485,0.34610481669475146,0.0
1904,15608387,0.0,2,0,4,0,0,Fu,786,france,female,29,103372.79,100k - 150k,24-32,0,no saving,above 700,0.3333333333333333,0.872,0.14864864864864863,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8569782530833037,0.14302174691669636,0.0
1905,15810786,0.0,2,1,3,1,0,O'Toole,620,france,female,67,43486.73,20k-50k,above 60,0,no saving,below 650,0.3333333333333333,0.5399999999999999,0.6621621621621623,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.763339557550277,0.23666044244972292,0.0
1906,15626983,0.0,2,1,6,1,0,Ledford,605,spain,female,48,40062.99,20k-50k,45-60,0,no saving,below 650,0.3333333333333333,0.5099999999999999,0.40540540540540543,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5381236975901654,0.46187630240983457,0.0
1907,15773605,0.0,2,0,3,0,0,Iadanza,670,spain,female,32,46175.7,20k-50k,24-32,0,no saving,650-700,0.3333333333333333,0.64,0.1891891891891892,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8669422446012918,0.13305775539870826,0.0
1908,15811261,70105.87,1,1,0,1,0,Alaniz,617,spain,male,42,120830.73,100k - 150k,33-44,1,50k-100k,below 650,0.0,0.5339999999999999,0.3243243243243243,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7444759888770496,0.25552401112295037,0.0
1909,15590606,0.0,2,0,9,0,0,Saunders,595,france,male,41,5967.09,1k-20k,33-44,0,no saving,below 650,0.3333333333333333,0.4899999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8091550945492234,0.19084490545077654,0.0
1910,15576644,78939.15,1,0,4,0,1,Lin,687,germany,female,29,122134.56,100k - 150k,24-32,1,50k-100k,650-700,0.0,0.674,0.14864864864864863,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.4650920739744502,0.5349079260255498,0.0
1911,15750264,105128.85,2,1,6,1,0,Pinto,757,germany,male,30,62972.13,50k - 100k,24-32,1,100k - 150k,above 700,0.3333333333333333,0.814,0.16216216216216217,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.9130118224095396,0.08698817759046042,0.0
1912,15741554,113836.27,1,1,2,1,0,Streeter,746,spain,male,31,174815.54,150k - 200k,24-32,1,100k - 150k,above 700,0.0,0.7919999999999999,0.1756756756756757,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.861464582562181,0.13853541743781908,0.0
